userId,movieId,rating,timestamp
16187,3988,2.0,1025525962
11489,315,1.0,1111472410
14636,95,5.0,857590273
118466,2355,3.5,1195193328
18254,3536,4.0,982782187
43623,4224,4.0,1037634609
74818,434,3.0,1046009116
78537,1967,5.0,1289067451
118100,736,2.0,992316430
32554,1208,0.5,1144412472
52302,552,3.0,865533569
137396,6006,3.5,1063159085
13237,1923,3.0,941285489
40924,6333,4.0,1197171089
133631,911,4.0,852020876
83027,98961,5.0,1415199090
1854,3181,4.0,1151567948
39173,1387,3.0,1195419229
50441,41569,2.5,1164061364
136498,4886,4.5,1239919165
22562,296,4.0,944904234
45796,551,4.0,844470164
103215,1185,4.0,942775290
43463,6527,4.0,1096044861
82893,26152,1.5,1406181557
5677,50792,2.5,1237054992
96370,316,3.5,1053021158
68189,934,2.0,940180279
32390,1189,4.0,868270499
51694,8528,4.0,1148063651
38956,2473,3.0,960074862
126856,4744,3.0,1076144102
56879,25777,3.5,1171867243
44115,1204,5.0,1091590982
58202,3415,5.0,1308632715
38956,2961,3.0,964010152
114453,786,4.0,1129666607
31478,252,3.0,845551328
53298,924,5.0,904928604
1011,3755,2.0,979507275
10634,1923,5.0,1150442043
70557,253,1.0,831595106
10938,1499,4.0,975538363
79871,2997,4.0,962066538
98620,153,3.0,845634969
116284,5388,3.5,1066185136
85190,8636,4.0,1225583214
124026,6888,3.5,1200811011
81355,1210,3.0,1048973953
5506,3793,4.0,1006445279
49529,293,5.0,1218541905
50888,434,2.0,988569596
21829,4422,4.5,1162414428
71213,1244,4.0,1182552091
19849,527,5.0,946670941
128229,495,3.0,975191560
129500,2710,1.0,1214889366
106567,4033,3.0,996648278
105607,2278,3.0,1172554068
121334,2291,2.0,1118380467
42175,2193,5.0,1000691567
53074,380,3.5,1097986938
28951,356,5.0,1397836266
30254,64,3.0,842781250
137130,2859,4.5,1112128548
79951,784,2.0,854059601
3382,420,3.0,832396324
134517,6890,4.0,1227407260
80374,1196,3.0,945040097
96649,69436,2.5,1286321657
44863,903,4.0,887975367
119867,38061,3.5,1172520489
90583,1892,3.5,1192556728
67288,25971,2.5,1150084419
79693,1959,4.0,964998498
104686,5903,3.0,1415751128
6636,1834,5.0,1001625733
122125,4361,4.0,1339079273
48389,2355,3.0,943208032
20028,54771,1.5,1304066286
25543,1210,5.0,1242651756
70371,7293,3.5,1087624487
45194,435,4.0,844196731
134210,3044,3.0,1175324922
1447,6586,3.0,1350337310
138148,45501,2.5,1155486391
750,153,3.0,838834406
93448,79132,4.5,1352575473
108980,2082,3.0,1035692463
39814,263,4.0,938800364
125870,2398,5.0,1142694179
55250,1215,5.0,1062517346
21430,520,3.5,1138711767
84625,6250,4.0,1125522208
53587,3527,3.0,974708301
107864,1292,4.0,1227295171
63080,6541,3.5,1196636043
20294,5690,4.0,1059198287
81177,2318,4.5,1338823932
35185,59315,3.5,1252605792
93954,4262,2.0,1290988569
105165,217,3.0,978417322
26352,5442,2.0,1024283687
102181,953,3.0,941574722
97519,55261,3.0,1193916553
81462,8496,4.5,1092112585
15242,708,2.0,1211904945
106891,4226,3.5,1101234918
8964,2722,4.0,965006429
40850,4713,3.0,1065058547
67776,63992,0.5,1318896956
26225,5065,5.0,1197820362
7481,6539,3.5,1340103405
138256,45499,2.5,1211470907
18914,27611,3.0,1337187118
31712,26470,2.5,1386370083
31287,344,5.0,841419366
62095,4034,3.0,1086054685
86026,3836,3.0,1163359250
36989,260,5.0,859956894
131153,68159,3.0,1252782163
100746,296,4.0,1072209135
108743,7156,4.0,1348858709
37988,160,2.0,913253471
39430,3499,4.5,1352561015
18604,7445,1.5,1111633049
11097,97225,3.5,1413723648
116996,2944,3.0,1110472612
70170,3994,4.0,1235191202
54339,33794,3.0,1211278402
43749,3825,5.0,980236742
9790,1676,1.0,996625163
72527,923,2.0,1166619671
33768,590,3.0,834937813
17346,2028,4.0,1112392388
67583,6539,3.5,1179415129
44952,2918,3.5,1075485643
45919,6377,4.5,1232730067
47293,648,3.0,1212027985
104154,2915,3.0,1112462017
4309,53996,3.5,1231052655
127448,1021,5.0,994350464
37422,1084,4.0,946876454
42266,353,3.0,837390728
57836,551,4.0,891606883
59086,45,3.0,841311383
31121,1580,1.0,1022594078
36166,1240,4.0,1264021755
16132,4720,4.5,1154397953
46001,1208,4.5,1246906170
103326,1097,5.0,945529722
1825,54881,5.0,1218995497
17856,94,3.0,1345015156
55499,1380,4.0,1411662219
4745,51080,4.5,1211473177
79061,150,4.0,836408245
72564,497,5.0,846006407
79304,27822,2.0,1118886411
114198,66198,3.0,1254709011
49111,1304,5.0,943028474
94897,3931,4.0,979279451
64689,32587,4.5,1426963748
135987,89305,5.0,1411749580
10974,150,1.0,1112163508
70702,708,5.0,862323460
79528,70,4.0,1131530542
86317,4896,3.5,1059528996
41925,1277,5.0,944922633
40261,58297,5.0,1222357946
119700,231,2.0,874562593
36073,708,4.0,832681377
75182,2640,4.0,975210164
85226,2997,4.0,1294278116
36932,45447,3.5,1172267418
111718,377,1.0,1094951147
87992,555,4.5,1211903636
3318,1343,4.0,975378572
54863,188,1.0,995685691
3760,3977,4.5,1239397358
111853,70334,0.5,1252790529
124121,235,3.0,834358720
2108,3863,3.5,1234017167
1255,151,2.5,1076953560
23636,34,4.0,1113860969
128110,2355,5.0,962483296
95827,353,2.5,1107386724
47463,588,4.0,841264357
118971,1663,3.0,1034277881
16645,1393,4.0,891499496
1745,5010,2.0,1169951602
1820,10,3.0,832019070
21967,260,5.0,1000971534
93442,165,3.0,848342459
108195,3968,2.0,1125498061
113468,540,3.0,841936894
109782,539,3.0,847346203
11145,596,4.0,845058006
118789,1968,5.0,967555853
99000,5010,4.0,1034955887
56753,786,1.5,1172238081
65172,4001,2.0,1027603534
63958,3249,5.0,953443893
96319,2054,3.0,1091056913
86198,8937,4.0,1104776938
60714,223,4.0,1084388563
106307,2396,4.0,1100356589
4329,5505,4.0,1179827836
87997,377,3.0,1005887082
117233,1240,4.0,903369480
26506,994,5.0,851639365
35985,64969,3.5,1242644485
1810,2921,4.5,1230524569
64471,318,5.0,848931689
89402,1376,3.5,1246484292
35320,239,1.0,833004618
85515,2395,4.0,1312248926
122035,73321,4.0,1285078363
45016,253,5.0,1420705926
55543,95,3.0,863961713
18515,4226,3.5,1217358654
95842,45431,4.0,1181635248
125988,315,3.0,843302777
15317,11,3.0,954048372
72523,260,5.0,858583621
75469,5620,2.0,1121737510
41419,2406,4.0,927561863
13640,2687,3.5,1122241933
38965,4366,3.5,1260236843
89345,95,5.0,1325218190
40291,1984,3.0,999266593
93950,2505,4.0,949552954
37317,2469,3.0,1010852612
9406,2379,2.5,1225564515
111886,4857,4.5,1348610880
54224,923,5.0,947108767
64107,54286,4.5,1349916041
109851,313,4.0,842042206
112646,1223,3.5,1159737262
50902,357,4.0,875031960
24451,653,3.0,839491952
65534,4321,3.5,1219028118
106912,1345,4.0,969330079
26696,1764,1.5,1104709610
74142,29,4.0,1215183556
41260,3426,2.0,974695716
95949,4571,3.0,1276721751
12593,1271,4.0,949418065
134095,3362,4.0,952472237
129706,802,3.0,856564925
28611,4995,4.0,1028766771
46536,288,2.0,848604985
24706,380,3.0,948337173
34362,1208,3.0,983748843
59230,4748,3.0,1170384175
133989,1266,4.0,952140467
84610,1287,3.5,1183139830
237,2028,4.5,1362286385
114096,3979,1.5,1062457835
73671,952,4.0,992907911
98671,5607,3.0,1229347932
5095,733,3.0,1139608493
136992,2406,4.0,967874122
79151,1096,4.0,1001733650
105070,4489,4.5,1227552177
46470,2100,3.0,1216415338
35091,708,3.0,993224818
38931,1246,2.5,1240160263
135111,6016,4.0,1223558807
34431,2801,2.5,1112453284
93887,1358,4.0,942827421
120477,377,3.0,946322681
43800,98961,3.5,1419756225
56707,4251,3.0,1117103730
95010,2006,3.0,996029744
25296,2467,4.0,980621468
15363,2011,3.0,1031503034
39826,4993,4.5,1107667570
64214,1089,4.0,1208056054
76986,1051,3.5,1214748704
62688,180,3.0,831831731
79333,1385,2.5,1178116949
113116,342,2.5,1298442952
46557,50,4.0,1103855393
133811,34162,4.0,1233820186
78039,6333,3.5,1330033815
13942,680,2.5,1361055900
65431,7215,3.5,1076967377
39198,2470,4.0,967016758
109883,70286,3.5,1288367273
88463,90405,0.5,1341878799
109062,891,3.0,854697370
50024,2273,4.0,1167486793
69282,1673,4.0,939987043
59165,5445,4.5,1270495991
34165,1267,5.0,906491257
44501,2423,3.5,1426538062
77852,8984,4.5,1239409002
18208,266,4.0,975478492
33055,185,3.0,939050859
96291,1210,5.0,1380101309
69281,46578,3.5,1284774923
3071,2302,4.0,942775207
108773,6867,5.0,1088047315
16938,26487,3.0,1193115341
135525,276,3.0,845167066
46641,55805,4.5,1238811195
5104,47,5.0,859303003
11635,350,2.0,834360236
43769,5693,3.5,1168425883
130244,5991,4.5,1095660417
48791,3694,1.0,967855300
130407,6196,3.5,1237745128
3397,91653,4.0,1424372909
130149,64229,1.5,1276720452
103286,2094,1.0,1206040901
63111,2893,4.0,946562733
95505,3793,3.0,986501928
72384,379,2.0,1260303840
74818,4326,4.0,1045990759
94516,6333,4.5,1076435834
43975,7458,4.0,1143686833
45986,4308,3.5,1103053288
124549,707,4.0,853382806
16008,1185,4.5,1361140754
74776,1272,4.0,866652923
31913,185,2.0,1086978518
67596,364,4.0,1214892099
126917,7573,4.0,1165588207
74995,1092,4.0,1367168702
93710,337,4.5,1071373891
90306,1387,5.0,938567096
128415,344,1.5,1132199337
26463,6350,3.5,1377544202
136965,588,4.0,1225243947
82399,4995,3.5,1358454396
71267,250,4.0,1112400966
70232,2054,2.5,1298385623
113109,662,3.0,999599676
29096,2142,2.0,1318685010
109861,3203,4.0,967652334
98687,7223,3.0,1340583078
90732,296,4.5,1373134057
115910,454,5.0,831971374
30317,891,0.5,1401219332
66613,2184,5.0,974169919
95236,762,3.5,1068669026
132051,34405,3.5,1309990017
109171,4993,5.0,1289254804
114255,3448,2.0,1173968726
57708,2318,3.5,1071214642
84954,5418,4.0,1367194426
32364,1544,3.5,1296141468
13818,3354,2.5,1165776407
1012,11,4.0,1111184280
30642,1059,3.0,1381535965
72320,2542,4.0,1193280056
86633,1162,4.0,1260678308
46303,4103,5.0,1096065989
43317,1199,3.0,1279740851
62420,5502,2.0,1283368676
82585,1371,2.0,1253329755
65529,3717,2.5,1192780989
18372,353,2.5,1397622441
65230,33681,2.0,1241585298
70996,2367,3.0,1171273654
46147,475,4.0,842349008
12736,3219,2.0,947558322
68439,4973,5.0,1006735699
14017,370,4.0,851412353
65484,4886,4.0,1178476344
39556,1274,3.0,1047418312
63496,380,4.0,1071083103
109862,253,4.0,845211252
97481,2664,4.0,941890867
38325,2712,5.0,987539440
88255,2858,4.0,1017867291
71671,8533,4.0,1415576493
34757,1304,4.0,1000418614
63476,72226,4.0,1352339827
11900,6040,2.0,1196910377
107433,288,4.0,1180113330
30549,3703,2.0,1015536435
20021,2641,4.0,1001203438
40478,51084,4.0,1377062254
115578,1259,4.0,999986967
7699,5390,3.5,1120364258
63975,367,1.5,1123890921
73920,1219,5.0,1337190566
114005,33166,3.0,1189351980
52595,303,2.5,1061697527
49805,5298,3.5,1356904480
136968,163,3.5,1322768575
45622,3527,4.0,1058193530
83224,79592,2.5,1305331857
88238,8892,2.0,1193466036
50406,1380,3.5,1260627157
69645,93563,3.0,1369126896
92770,4963,3.0,1118616323
82880,23,3.5,1182202386
89630,1234,3.0,1144007896
78406,4973,3.5,1259957943
103906,4312,2.0,1425473969
49578,339,4.0,832870292
89977,1259,5.0,1004500208
18628,60482,2.0,1232164280
53308,1876,4.0,1104779739
30162,50068,4.0,1210397309
130817,780,5.0,853833719
13431,1221,4.0,1347309863
38813,451,4.0,1025457349
84579,1476,3.0,1201488197
119344,172,1.0,845947523
34908,3037,5.0,957795642
46424,897,4.0,1019604236
84396,71205,1.0,1266476667
23960,3697,4.0,1115164139
106493,733,4.5,1137525626
65660,1176,4.0,1323470875
15720,79592,4.0,1426698239
74055,2028,4.0,1422065853
19049,46578,4.0,1364670280
84250,3070,4.0,975732070
84163,535,4.0,1182108268
133817,168,3.0,837257304
79324,49286,5.0,1268569609
38294,1961,4.0,1224127722
78718,899,4.5,1059586153
100203,6335,4.5,1112972168
130716,104906,2.0,1412903283
31824,4537,5.0,1039356278
127365,253,4.0,966907350
7823,412,4.0,842550227
80669,1196,3.0,979248430
40648,112,3.5,1082001521
51599,338,2.0,840085029
40455,661,1.0,1133092704
29100,87164,1.0,1426347410
108599,5991,5.0,1049601405
115824,68205,3.0,1388329718
102522,1207,4.0,1062176003
106595,21,4.0,829838748
4084,1199,5.0,939110449
41389,146,5.0,840443931
34002,34,1.0,837472977
108295,1234,4.0,950031545
97238,1784,4.0,1246236784
51010,40815,4.5,1244766953
77852,1120,3.5,1238981419
12270,379,3.0,1394305497
118127,2006,3.0,1225252852
30483,3793,3.0,1034090390
49824,611,3.5,1078275918
25933,339,3.0,841393589
22687,8961,2.0,1417221826
129654,54995,1.0,1225242761
29590,74111,4.0,1273835938
120518,952,3.0,899460739
59332,967,5.0,965521352
20155,1392,1.0,948839366
23399,80906,3.0,1425156662
60382,318,4.5,1185763598
55595,4673,1.0,1123694658
87834,1037,2.5,1314476589
70135,551,3.0,842043761
51616,2027,2.5,1099806771
49081,1678,1.0,941562947
52142,1028,4.0,977341266
84983,908,4.0,879706176
122132,357,3.0,1093081346
24857,1672,5.0,935456670
36256,695,3.0,1045504104
122055,32,3.0,939049777
59858,31658,5.0,1255937202
99871,33495,4.0,1341291231
65496,2021,5.0,965069242
70213,2282,2.0,975523065
125447,288,2.0,1238882748
94628,318,5.0,1108175329
93285,431,4.0,1015808842
48528,469,5.0,943115691
112711,161,3.0,841223621
49307,74458,4.0,1342250195
67117,653,1.0,938816419
65169,190,5.0,1051548338
77696,6502,4.0,1105301384
78819,102,3.0,850319467
110398,199,4.0,1007405729
68250,1676,2.0,992149070
60029,2662,5.0,1027420933
123983,543,3.0,1006657581
10760,296,4.0,836764985
57240,4487,3.0,999375326
635,2822,3.0,1035157201
31671,22,4.0,838075098
1755,5502,4.0,1370379032
99930,1266,5.0,1092234458
7765,2353,4.5,1107220360
41194,3424,5.0,986201482
67173,2959,5.0,1290302640
80668,2558,2.5,1124816654
40488,1252,4.5,1275282282
27459,5219,3.0,1204097403
42696,58,5.0,834647522
17328,5791,3.5,1111476027
80653,481,3.0,863293575
65431,2804,3.0,1025846849
23086,1221,4.0,993663108
100054,3361,5.0,964481841
15491,2826,5.0,974764414
85399,2058,4.0,950049704
89738,150,4.0,835193550
41890,47978,3.0,1279560327
13046,2058,4.5,1278684047
30223,7090,5.0,1166389602
83362,1120,2.0,1219428344
129998,150,3.0,830948754
99347,3253,5.0,977202306
109505,2278,3.0,1136824852
49300,5064,3.5,1307126859
130019,1293,5.0,945025754
68325,48516,4.5,1269920048
112921,1101,3.0,1268618137
2435,5816,4.0,1107883105
100020,31,3.5,1145482468
3218,4483,1.5,1172532319
85722,1261,5.0,1129628284
66325,1391,4.0,1211613315
4155,273,4.0,843335988
16095,1377,3.5,1186412213
114428,44397,4.0,1231288596
112681,296,4.5,1366504562
54363,95,3.0,852553232
63079,678,4.0,874371632
334,50,3.0,842435105
103426,1092,4.0,864587620
70350,5452,2.0,1281848798
120135,912,5.0,1148233587
134095,2912,4.0,947838493
122534,4954,3.0,1009650358
106712,72479,4.5,1313879548
71798,2395,3.0,1111081431
4628,2233,4.0,1088912661
14916,4018,2.0,1287757989
22397,7367,3.0,1108830976
27413,4276,5.0,1045631724
2261,2605,2.5,1067798335
68581,2288,4.0,1111753856
43645,5377,3.5,1309466659
11389,2396,2.0,974737425
26868,2136,2.0,1103763461
40115,4034,3.0,996846022
75105,586,3.5,1092952706
80391,3703,5.0,1030088788
51562,899,4.0,940337051
30731,2617,3.0,1091329215
122651,1130,5.0,963332860
36391,1073,2.5,1357081931
110934,1028,3.0,851337480
99156,2406,4.0,949002760
21205,432,3.0,834863482
52636,8711,3.0,1090156794
69099,95,3.0,862178071
122520,2353,4.0,1153830255
123754,91134,4.0,1326680119
93018,125,4.0,980537778
124227,2416,3.5,1296150285
104681,256,3.0,1033136165
56367,85438,3.0,1303224634
87834,3868,4.0,1314487336
100650,293,5.0,1104485018
65771,1213,3.5,1194117331
116965,906,5.0,1044443858
129641,8644,4.5,1105392775
34758,491,3.0,1110921302
17572,2605,4.0,961624799
64786,1732,3.5,1302457958
131407,4144,5.0,1284894839
21505,2683,3.5,1139108698
38791,296,5.0,1226755704
122940,719,3.0,845970838
45290,6365,4.5,1343439482
131168,1287,4.0,1130433674
94685,140,4.0,1088467228
111549,1358,4.0,956685094
21243,318,5.0,1283568441
38252,46530,3.0,1175668958
21384,912,4.0,957844953
107231,1097,5.0,974783817
63236,733,4.0,965064701
31295,6993,5.0,1239408046
41714,2248,4.0,1048916573
27668,2791,5.0,974692368
24992,195,3.0,1080252767
25067,540,4.0,833148551
47125,1249,4.0,1123364837
134547,3967,3.0,1053080562
117791,1956,4.0,938885818
134278,11,4.0,911239432
66346,1083,4.0,938811416
124063,1598,3.0,896816791
72234,762,2.0,865925357
81127,3255,5.0,974064466
28920,546,1.0,847669182
55336,3578,5.0,1260737658
59979,1035,5.0,1425575031
80955,1244,4.0,956609067
134690,2699,1.0,990996570
23528,53121,1.5,1418583913
101294,4995,4.0,1260046955
105733,296,3.0,848674343
137830,6539,5.0,1225068240
129633,457,4.0,1037053862
9175,2395,3.0,947708755
131695,318,5.0,845822189
1113,6626,3.0,1083628231
45983,5065,3.0,1059891101
132479,42723,3.0,1232391546
80073,34150,2.5,1158947525
111061,7153,4.5,1370485457
35636,3844,5.0,1096949459
90790,2953,1.5,1409803951
76842,55820,4.0,1209834799
26451,196,1.5,1337554399
73293,4061,3.0,1117665303
118760,551,5.0,849631556
18765,39,4.0,1094379482
103654,2046,2.0,1150196809
68063,35836,3.5,1149703140
99281,3481,2.0,1170537540
133341,380,4.0,1123062449
8185,1827,4.5,1252368108
90166,2147,2.0,913334947
117365,1200,4.0,1114012640
27966,1391,3.5,1280565308
88868,1265,2.0,1229380818
68768,4306,4.5,1343669544
6136,1385,1.0,1009555070
72583,75,1.0,945052231
81082,1270,5.0,1426961642
4302,64957,2.5,1257200937
83508,3827,3.5,1085074693
61017,34,2.5,1424535320
121666,3949,4.5,1417066343
123925,1221,5.0,993765712
110814,2289,3.0,1040689032
47297,2300,5.0,1398291533
59261,306,4.0,1366849454
127361,170,5.0,967635802
48770,111759,4.0,1424350391
134682,2268,3.5,1369449764
109597,1079,4.0,1359045315
120140,924,5.0,978504398
28812,339,4.0,843444261
90078,2355,4.0,1103260732
87410,1079,4.0,1072480424
99078,231,3.0,1167426990
3703,5620,2.5,1111572158
63574,1648,3.0,968169657
127187,858,5.0,984205746
22427,64614,4.5,1279971415
69637,1073,3.0,1022944156
75694,33166,4.0,1201663116
128702,377,3.0,951498238
109883,2132,4.0,956279497
80746,432,2.0,1112412465
63459,59315,4.0,1238281213
4416,3597,3.0,1025912760
136599,2231,4.0,1076096798
26016,464,3.0,832711902
6407,2,2.5,1140736316
88907,2683,2.5,1214664188
39134,2424,4.0,974750498
57197,7084,2.5,1112411071
18212,446,1.0,999477294
126700,541,3.0,891426764
88278,2245,1.5,1203019637
60361,4976,3.5,1055917873
136973,317,4.0,849285169
72401,90746,2.5,1333331262
710,2393,3.0,948167464
122178,1222,4.0,1127778561
25534,163,3.0,831116551
128945,590,5.0,845089939
93596,2617,3.5,1139889171
114805,5673,4.5,1152419454
17138,6942,4.5,1176428914
48025,3984,3.5,1089210047
14829,66,2.0,850060318
46432,1079,5.0,1265585727
41818,45662,5.0,1150445712
51125,541,4.5,1340650561
90052,2424,4.0,943907765
36542,4993,4.0,1016067106
88969,537,3.0,853434055
71057,5092,0.5,1195652673
94128,11,4.0,861714452
132892,3751,4.0,1021195797
112143,3508,3.0,1241139255
106310,341,3.5,1088619587
137831,81591,4.0,1378349363
91349,3338,4.0,1405586258
10389,1982,3.0,939992613
68617,1917,3.0,1108040438
57546,4226,4.0,1348402693
66688,160,4.0,850069223
124507,4030,2.5,1092255038
63649,2502,5.0,1082409958
98293,216,4.0,1168350877
112514,25,4.0,834267799
74520,2762,4.0,1241683770
107715,1588,0.5,1098260367
79545,520,4.0,1113772446
7886,3534,3.0,1048972209
71689,1921,4.0,1208795563
12131,1680,3.5,1068077299
60427,3999,2.0,1014187357
52173,329,4.0,1040007066
12131,55267,3.0,1219955447
113702,454,3.0,836308921
92724,327,5.0,1230481732
7532,4886,3.5,1391736859
90878,3978,3.0,1056917750
29925,3802,2.0,1056664969
4222,8620,5.0,1088209032
109225,911,4.0,942787668
110137,2571,4.0,996519464
89675,2023,4.0,1085333078
78392,3948,3.5,1185660415
40069,216,4.0,1161194444
78753,8753,4.0,1178478709
135628,2268,4.0,1200092389
53218,1422,2.0,996275670
109885,7318,3.5,1201174660
105580,951,3.0,1322311172
133616,8873,4.0,1372351960
30652,37731,3.5,1278395169
97676,4022,5.0,1213017288
71412,73017,3.5,1361016968
22304,5445,4.5,1374537426
25478,5420,2.0,1187660422
134877,170,2.0,847628810
51978,43396,4.0,1167451280
128833,592,4.0,839275965
37081,6502,4.5,1072136170
32962,57528,5.0,1245167927
88887,2886,0.5,1121719712
135079,7153,5.0,1377320903
72081,1206,4.5,1351986830
10022,126,2.5,1079008849
116498,1207,5.0,1277082289
62963,237,3.0,836900651
50574,1374,5.0,1235261386
5300,3578,4.0,1080100890
106036,266,4.5,1134171512
113972,7143,4.0,1072362716
100366,7254,4.0,1298942276
32284,1645,4.0,1166361738
128893,1023,4.0,1047668499
67011,153,3.0,849194086
61902,5378,1.0,1131874559
27053,2560,3.0,1365197038
72452,1080,5.0,1254079054
62070,1836,3.5,1121788553
55186,4896,4.5,1180410747
70350,5810,3.0,1281822448
137251,1805,4.0,1000895501
118495,85412,0.5,1423268738
5982,25,3.0,1013588795
111184,300,3.0,835348825
76155,64034,4.0,1295863314
123111,3697,3.0,992404652
70603,236,3.0,836521809
2757,2289,4.0,955634247
47258,32296,2.0,1266359472
101990,1353,5.0,884014153
68526,4447,0.5,1233883279
29333,902,3.5,1069742147
56177,186,4.0,845670654
55341,2712,3.0,939322858
56358,5505,3.0,1049181281
54160,1954,5.0,1044638484
53516,1200,3.5,1073180735
54817,8633,3.5,1204887472
104345,92420,3.5,1367712282
120576,4124,3.0,1037206173
22727,39292,3.5,1135829001
2762,5875,3.0,1052607410
66845,1845,5.0,945933698
64362,748,4.0,834309447
23523,2916,4.0,954548248
45974,77201,3.5,1371630461
6662,50740,4.5,1234572054
87243,2355,3.0,976155031
118739,288,3.0,840883851
51760,5152,3.0,1234333322
42309,2642,4.0,956719045
42045,7438,5.0,1285121416
99148,70286,3.0,1423001777
44388,454,4.0,974732817
64178,2076,4.0,945449801
89495,36535,4.0,1423444621
114670,76251,4.0,1277257127
69628,51662,4.5,1269614567
104313,367,4.0,1043774604
89530,1984,3.0,955393566
105771,736,3.0,901107900
64836,1732,2.5,1169788894
79317,10,3.5,1302826739
47003,1918,3.0,1094153780
114491,59315,4.0,1236481389
17154,260,3.5,1264417864
18299,1183,5.0,986292660
79334,1367,4.0,1226952800
132168,2968,2.0,943440085
115861,1944,4.0,1337907374
32419,225,3.0,835529771
58536,410,1.0,848940373
131135,737,4.0,974620079
31189,83613,3.0,1356575165
102206,33794,2.0,1201366600
28531,608,3.5,1064007960
117395,2932,5.0,1144473363
110825,6281,3.5,1201903594
104463,3706,4.0,1354943522
4222,90746,4.0,1324604093
102775,1674,3.0,1108789636
88371,7114,4.0,1288737449
132020,1307,3.0,1191106503
118325,29,4.0,1405070637
23512,1269,4.0,965523065
120133,3030,4.0,1360575305
51558,8010,3.5,1425172554
20304,3355,3.0,994824586
65140,594,3.0,858089344
4089,47,4.0,1106384048
129680,2124,3.0,1331437734
33219,541,5.0,1171744363
63185,344,3.5,1230222761
92174,7209,4.0,1341107962
26871,1610,4.0,1183469793
878,8376,2.5,1114692854
73004,2174,4.0,1041895585
92152,1172,3.5,1142991751
78672,1258,3.0,1010977093
